Word,Definition
ῥάφη,a large kind of radish
ῥάκιον,rags
ῥάκος,"ragged, tattered garment"
ῥάκωμα,rags
ῥάμφος,crooked beak
ῥάμμα,anything sewn
ῥάμνος,prickly shrubs
ῥάπτω,"sew together, stitch"
ῥάσσω,"strike, dash"
ῥάχις,"the lower part of the back, the chine"
ῥάζω,snarl
ῥᾴδια,easy shoes
ῥᾴδιος,"easy, ready"
ῥᾴθυμος,"taking things easy, indifferent, lazy, sluggish"
ῥᾶ,easily
ῥᾶ,"rhubarb, Rheum officinale"
ῥαβδίζω,beat with a rod
ῥαβδόφορος,carrying a rod
ῥαβδόομαι,to be striped
ῥαβδοφορέω,carry a wand
ῥαβδοῦχος,one who carries a rod
ῥαβδουχέω,to be a
ῥαδινός,"slender, taper"
ῥαφανίς,"radish, Raphanus sativus"
ῥαφανιδόω,thrust a radish up the fundament
ῥαφεύς,"stitcher, patcher, cobbler"
ῥαφή,seam
ῥαγάς,fissure
ῥαίνω,"sprinkle, besprinkle"
ῥαίω,"break, shiver, shatter"
ῥαίζω,"to grow easier, find relief, recover from illness"
ῥαιστήρ,smasher
ῥαιστήριος,"smashing, hammering"
ῥακιοσυρραπτάδης,rag-stitcher
ῥακόω,become ragged
ῥαμφή,"hooked knife, bill"
ῥανίς,drop
ῥαπίζω,"strike with a stick, cudgel, thrash"
ῥαθαπυγίζω,give one a slap on the buttocks
ῥαθυμία,"easiness of temper, taking things easily"
ῥαχία,flood-tide
ῥαχίζω,cut through the spine
ῥαχός,thorn-hedge
ῥαψῳδέω,recite poems
ῥαψῳδία,recitation of Epic poetry
ῥαψῳδός,reciter of Epic poems
ῥᾳθυμέω,"to leave off work, to be remiss"
ῥᾳθυμία,"easiness of temper, a taking things easily"
ῥᾳστώνη,easiness of doing
ῥᾳστωνέω,"grow easy, become less painful"
ῥᾳστωνεύω,"to be idle, listless"
ῥέα,"easily, lightly"
ῥέγκος,"snoring, stertorous breathing"
ῥέγκω,snore
ῥέμβος,roving
ῥέος,"anything flowing, stream"
ῥέπω,"turn the scale, sink"
ῥέθος,limb
ῥέω,"flow, run, stream, gush"
ῥέζω,y
ῥέζω,dye
ῥεῖα,"easily, lightly"
ῥεῖθρον,"that which flows, a river, stream"
ῥεμβός,"roaming, roving"
ῥεῦμα,"that which flows, current, stream"
ῥήγνυμι,"break asunder, rend, shatter"
ῥήν,"sheep, lamb"
ῥήσσω,stamp
ῥήτρα,"verbal agreement, bargain, covenant"
ῥήτωρ,public speaker
ῥῆγμα,"breakage, fracture"
ῥῆμα,that which is said
ῥῆσις,"saying, speech"
ῥηγμίν,Wiener Sitzb.
ῥηκτός,that can be broken
ῥημάτιον,"pet phrase, phrasicle"
ῥητέος,one must mention
ῥητήρ,speaker
ῥητός,"stated, specified, covenanted"
ῥητορεία,oratory
ῥητορεύω,"to be a public speaker, practise oratory"
ῥητορικός,oratorical
ῥίγιον,more horrible
ῥίγιστος,most horrible
ῥίμφα,"lightly, swiftly"
ῥίνη,"file, rasp"
ῥίον,any jutting part
ῥίπτω,"throw, cast, hurl"
ῥίς,nose
ῥίψ,plaited work
ῥίψασπις,"throwing away one's shield in battle, craven"
ῥίψοπλος,throwing away one's arms
ῥίζα,root
ῥίζηθεν,from the roots
ῥίζωμα,the mass of roots
ῥῖγος,"frost, cold"
ῥῖμμα,"throw, cast"
ῥῖπος,mat
ῥῖψις,"throwing, hurling"
ῥιγέω,shudder
ῥιγεδανός,making one shudder
ῥιγόω,"to be cold, shiver"
ῥικνός,shrivelled with cold
ῥινάω,lead by the nose
ῥινάω,"file, fine down"
ῥινηλατέω,track by scent
ῥινόκερως,the Rhinoceros
ῥινόν,hide
ῥινός,skin
ῥιπή,swing
ῥιπίς,fan for raising the fire
ῥιπίζω,blow up
ῥιπτάζω,"throw to and fro, toss about"
ῥιπτός,"thrown, cast, hurled"
ῥιψοκίνδυνος,"fool-hardy, reckless"
ῥιζίον,a little root
ῥιζόω,cause to strike root
ῥόα,"pomegranate-tree, Punica Granatum"
ῥόδεος,of roses
ῥόδινος,made of
ῥόδον,rose
ῥόφημα,"that which is supped up, thick gruel"
ῥόφησις,supping up
ῥόμβος,bull-roarer
ῥόος,"stream, flow of water, current"
ῥόπαλον,"club, cudgel"
ῥόθιος,"rushing, roaring, dashing"
ῥόθος,"rushing noise, roar of waves, dash of oars"
ῥοάς,shedding of fruit
ῥοδῆ,rose-bush
ῥοδοδάφνη,rose-laurel
ῥοδών,"rose-bed,"
ῥοδωνιά,"rose-bed, garden of roses"
ῥοφέω,"sup greedily up, gulp down"
ῥοή,"river, stream"
ῥοία,"flow, flux"
ῥοίζημα,"rushing, whirring noise"
ῥοῖβδος,any rushing noise
ῥοῖζος,whistling
ῥοιά,mulberry.
ῥοιάς,"corn poppy, Papaver Rhoeas"
ῥοιβδέω,move with a whistling
ῥοιζέω,whistle
ῥομβόω,bring into the shape of a rhombus
ῥοπαλισμός,priapism
ῥοπή,"turn of the scale, fall of the scale-pan, weight"
ῥοθέω,make a rushing noise
ῥοθιάς,dashing
ῥοθιάζω,ply the dashing oar
ῥοώδης,"with a strong stream, running violently"
ῥοώδης,like a pomegranate
ῥοχθέω,dash with a roaring sound
ῥύαξ,"rushing stream, mountain torrent"
ῥύγχος,"snout, muzzle"
ῥύμα,"anything that flows, stream,"
ῥύμη,"force, swing, rush"
ῥύμμα,"anything used for washing, soap, lye"
ῥύομαι,to draw to oneself
ῥύπον,whey
ῥύπος,"dirt, filth"
ῥύπτω,"cleanse, wash"
ῥύσιον,"surety, pledge."
ῥύσιος,"delivering, saving"
ῥύσις,"a flowing, flow"
ῥύσις,flow
ῥύτωρ,one who draws
ῥύτωρ,"saviour, deliverer, defender"
ῥῦμα,that which is drawn
ῥῦμα,"defence, protection"
ῥῦσις,deliverance
ῥυάχετος,unstable crowd
ῥυμάρχης,chief officer of
ῥυμβονάω,swing round
ῥυμός,pole of a chariot
ῥυπάω,"to be filthy, slovenly"
ῥυπαρός,"filthy, dirty"
ῥυπόομαι,to be foul
ῥυπόω,"make foul and filthy, befoul"
ῥυππαπαί,yoho!
ῥυθμίζω,bring into a measure of time
ῥυθμός,any regular recurring motion
ῥυθμόω,shape
ῥυσή,"withering, decay"
ῥυσίβωμος,defending altars
ῥυσίπολις,saving the city
ῥυσιάζω,treat as a
ῥυσός,"shrivelled, wrinkled"
ῥυτή,rue
ῥυτήρ,one who draws
ῥυτήρ,"saviour, guard, defender"
ῥυτίς,"pucker, wrinkle"
ῥυτιδόω,"make wrinkled, shrivel up"
ῥυτόν,a rein
ῥυτός,quarried
ῥυτός,"dragged, hauled"
ῥυτός,"flowing, fluid, liquid"
ῥώμη,"bodily strength, might"
ῥώννυμι,strengthen
ῥώομαι,move with speed
ῥωγάς,ragged
ῥωμαλέος,strong of body
ῥωμαλεόομαι,to be endued with strength
ῥωχμός,cleft
ῥωχμός,wkeezing
σάφα,"clearly, plainly, assuredly"
σάγμα,"covering, clothing"
σάγος,"coarse cloak, plaid"
σάκανδρος,pudenda muliebria
σάκκος,coarse cloth of hair
σάκος,shield
σάκρα,sacer
σάκτας,sack
σάκτης,a sack
σάκτωρ,packer
σάλος,tossing motion
σάλπη,"saupe, Box salpa"
σάλπιγξ,war-trumpet
σάνδαλον,sandal
σάπφειρος,lapis lazuli
σάπων,"sapo, soap"
σάθη,membrum virile
σάρξ,flesh
σάρισα,sarissa
σάτρα,gold
σάττω,"fill quite full, pack, stuff"
σαφήνεια,"clearness, distinctness."
σαφής,"clear, plain, distinct"
σαφηνέω,to tell distinctly
σαφηνής,plain truth
σαφηνίζω,make clear
σαγή,"pack, baggage"
σαγήνη,large drag-net
σαγηνεύω,surround and take fish with a drag-net
σαγηνευτήρ,one who fishes with the
σαίνω,"wag the tail, fawn"
σαίρω,part the lips and show the closed teeth
σαίρω,"sweep, clean"
σακεύω,"strain, filter"
σακκίον,small bag
σακτός,"crammed, stuffed"
σαλαμάνδρα,"salamander, S. vulgaris"
σαλεύω,"cause to rock, make to vibrate"
σαλόομαι,"go delicately,"
σαλός,"silly, imbecile"
σαλπίζω,sound the trumpet
σαλπιγγολογχυπηνάδαι,lancer-whiskered trumpeters
σαλπιγκτής,trumpeter
σαμβύκη,a triangular musical instrument with four strings
σαμφόρας,horse branded with the letter
σαμφόρης,a horse branded with the letter
σανδαράκινος,of orange colour
σανίδιον,small board
σανίς,"board, plank, timber"
σανιδόω,"board over,"
σαόω,rescue
σαπρός,"rotten, putrid"
σαθρός,unsound
σαθρόω,make unsound
σαργάνη,"plait, braid"
σαργός,"sargue, Sargus Rondeletii"
σαρκάζω,tear fiesh like dogs
σαρκασμοπιτυοκάμπτης,sneering-pinebender
σαρκίον,bit of flesh
σαρκίς,"meat,"
σαρκίζω,scrape clean of flesh
σαρκόφαγος,"eating flesh, carnivorous"
σαρκόω,make fleshy
σαρκοφάγος,"eating flesh, carnivorous"
σαρκοφαγέω,"eat flesh, be carnivorous"
σαρκώδης,fleshy
σατράπης,satrap
σατραπεία,"satrapy, office"
σατραπεῖον,palace of a satrap
σατραπεύω,"to be a satrap, exercise the authority of one"
σαύνιον,javelin
σαῦρος,horse-mackerel
σαυνιάζω,hurl a javelin at
σαυρωτήρ,ferrule
σβέννυμι,"quench, put out"
σβέσις,"quenching, putting out"
σβεστήριος,serving to quench
σέβας,reverential awe
σέβομαι,feel awe
σέβω,"to worship, honour"
σέλαγος,ray
σέλας,"light, brightness, flame"
σέλαχος,the cartilaginous
σέλινον,"celery, Apium graveolens"
σέλμα,"the upper planking of a ship, deck,"
σέρφος,gnat
σέριφον,wormwood
σέρις,endive
σέσελις,"hartwort, Tordylium officinale"
σεβάζομαι,to be afraid of
σεβαστός,"venerable, reverend, august"
σεβίζω,"worship, honour"
σείριος,"dog-star, Sirius"
σείω,"shake, move to and fro"
σεῖσις,shaking
σειρά,"cord, rope"
σειράω,bind
σειράω,to be hot and scorching
σειραφόρος,which draws by the trace only
σειρέω,"empty, drain dry"
σεισμός,"shaking, shock"
σειστός,shaken
σελάω,shine
σελάχιος,"cartilaginous, having no scales"
σελαγέω,"enlighten, illuminate"
σελασφόρος,"light-bearing, light-bringing"
σελαχώδης,of
σελήνη,the moon
σεληνάζω,to be moonstruck
σεληναῖος,lighted by the moon
σεμνόλογος,one who speaks solemnly
σεμνός,"revered, august, holy"
σεμνόστομος,"solemnly spoken, haughty"
σεμνότης,"solemnity, dignity"
σεμνότιμος,reverenced with awe
σεμνόω,make solemn
σεμνολόγος,a grave
σεμνολογέω,"speak solemnly, use fine phrases"
σεμνολογία,boasting
σεμνοπροσωπέω,"assume a grave, solemn countenance"
σεμνύνω,"exalt, magnify"
σεπτός,august
σεσωφρονισμένως,temperately
σεύω,"put in quick motion, drive"
σφάγιον,"victim, offering"
σφάγιος,"slaying, slaughtering"
σφάκελος,"gangrene, mortification"
σφάκος,"sage-apple, Salvia calycina"
σφάλλω,"make to fall, overthrow"
σφάλμα,"trip, stumble, false step,"
σφάζω,"slay, slaughter"
σφαδάζω,"to struggle, plunge"
σφαγεῖον,bowl for catching the blood of the victim
σφαγεύς,"slayer, butcher"
σφαγή,slaughter
σφαγίς,sacrificial knife
σφαγιάζομαι,"slay a victim, sacrifice"
σφαῖρα,ball
σφαιρίον,gall
σφαιρίζω,play at ball
σφαιρόω,make into a globule
σφαιροειδής,"globular, spherical"
σφαιρομαχία,sparring-match with the
σφακελίζω,suffer from
σφαλερός,likely to make one stumble
σφέτερος,"their own, their"
σφεῖς,Rendic.Pont. Accad.Rom. di Arch.
σφενδάμνινος,of maple wood
σφενδόνη,sling
σφενδονάω,use the sling
σφενδονήτης,slinger
σφετερίζω,"make one's own, appropriate, usurp"
σφήξ,wasp
σφήκωμα,the point of a helmet
σφήν,wedge
σφῆκος,strings
σφηκίον,comb in a wasps' nest
σφηκίσκος,"piece of wood pointed like a wasp's tail, pointed stick"
σφηκιά,wasps' nest
σφηκόω,make like a wasp
σφηκώδης,wasplike
σφηκών,wasps' nest
σφηνεύς,a sea-fish
σφίγξις,"binding tight, constriction"
σφίγγω,"bind tight, bind fast"
σφόδρα,"very much, exceedingly"
σφόνδυλος,vertebra
σφός,"their, their own, belonging to them"
σφοδρόομαι,to be violent
σφοδρός,"vehement, violent, excessive"
σφοδρύνομαι,to be
σφοδρύνω,"make vehement, intensify"
σφονδύλη,an insect which lives on the roots of plants
σφραγίδιον,signet
σφραγίς,"seal, signet"
σφραγίζω,close
σφραγιδονυχαργοκομήτης,lazy long-haired fop with his rings and natty nails
